Timestamp (ms),contrast
3458.333333333333,0.27
3500.0,0.9800000000000004
3541.6666666666665,1.0099999999999998
3583.333333333333,1.0099999999999998
3625.0,1.51
3666.6666666666665,0.9800000000000004
3708.333333333333,0.7999999999999998
3750.0,0.8300000000000001
3791.6666666666665,0.7999999999999998
3833.333333333333,0.9800000000000004
3875.0,0.9299999999999997
3916.6666666666665,0.9099999999999997
3958.333333333333,0.33000000000000007
4000.0,1.4
4041.666666666666,0.009999999999999787
4083.333333333333,0.6500000000000001
4125.0,0.3900000000000001
4166.666666666666,0.030000000000000027
4208.333333333333,0.039999999999999813
4250.0,0.039999999999999813
4291.666666666666,0.039999999999999813
4333.333333333333,0.039999999999999813
4375.0,0.039999999999999813
4416.666666666666,0.039999999999999813
4458.333333333333,0.039999999999999813
4500.0,0.039999999999999813
4541.666666666666,0.039999999999999813
0.0,0.41999999999999993
41.666666666666664,2.26
83.33333333333333,1.799999999999999
125.0,2.5600000000000005
166.66666666666666,1.870000000000001
208.33333333333331,1.83
250.0,2.119999999999999
291.66666666666663,2.9800000000000004
333.3333333333333,2.74
375.0,4.96
416.66666666666663,2.58
458.3333333333333,2.2299999999999995
500.0,1.2399999999999993
541.6666666666666,1.2000000000000002
583.3333333333333,1.54
625.0,1.5599999999999996
666.6666666666666,2.7199999999999998
708.3333333333333,2.4399999999999995
750.0,2.3200000000000003
791.6666666666666,2.5200000000000005
833.3333333333333,2.7199999999999998
875.0,2.58
916.6666666666666,2.3200000000000003
958.3333333333333,2.58
1000.0,2.7199999999999998
1041.6666666666665,2.83
1083.3333333333333,2.8200000000000003
1125.0,2.7799999999999994
1166.6666666666665,2.71
1208.3333333333333,2.71
1250.0,2.71
1291.6666666666665,2.71
1333.3333333333333,2.71
1375.0,2.71
1416.6666666666665,2.71
1458.3333333333333,2.71
1500.0,2.71
1541.6666666666665,2.96
1583.3333333333333,0.8799999999999999
1625.0,2.34
1666.6666666666665,1.4
1708.3333333333333,0.77
1750.0,0.8300000000000001
1791.6666666666665,1.67
1833.3333333333333,2.3899999999999997
1875.0,0.5700000000000003
1916.6666666666665,0.51
1958.3333333333333,0.7200000000000002
2000.0,1.3399999999999999
2041.6666666666665,0.9299999999999999
2083.333333333333,0.78
2125.0,1.1400000000000001
2166.6666666666665,1.3399999999999999
2208.333333333333,1.15
2250.0,0.8699999999999999
2291.6666666666665,0.8699999999999999
2333.333333333333,1.8599999999999994
2375.0,0.8699999999999999
2416.6666666666665,0.8699999999999999
2458.333333333333,0.8699999999999999
2500.0,2.26
2541.6666666666665,1.4
2583.333333333333,1.4
2625.0,1.23
2666.6666666666665,1.08
2708.333333333333,1.08
2750.0,1.08
